Run,Block,Trial,Fixation,Condition,corr_ans,corr_ans_Left,Correct_Answer_Side,top_image,left_image,right_image
A,1,1,0,Neutral,1,9,L,stimuli/neutral/F_rad/neutral_rad_f_08.jpg,stimuli/neutral/F_rad/neutral_rad_f_08.jpg,stimuli/neutral/F_rad/neutral_rad_f_31.jpg
A,1,2,0,Neutral,1,9,L,stimuli/neutral/M_rad/neutral_rad_m_03.jpg,stimuli/neutral/M_rad/neutral_rad_m_03.jpg,stimuli/neutral/M_rad/neutral_rad_m_07.jpg
A,1,3,0,Neutral,2,8,R,stimuli/neutral/F_rad/neutral_rad_f_26.jpg,stimuli/neutral/F_rad/neutral_rad_f_61.jpg,stimuli/neutral/F_rad/neutral_rad_f_26.jpg
A,1,4,0,Neutral,1,9,L,stimuli/neutral/M_rad/neutral_rad_m_30.jpg,stimuli/neutral/M_rad/neutral_rad_m_30.jpg,stimuli/neutral/M_rad/neutral_rad_m_09.jpg
A,1,5,0,Neutral,2,8,R,stimuli/neutral/F_rad/neutral_rad_f_12.jpg,stimuli/neutral/F_rad/neutral_rad_f_57.jpg,stimuli/neutral/F_rad/neutral_rad_f_12.jpg
A,1,6,0,Neutral,2,8,R,stimuli/neutral/M_rad/neutral_rad_m_28.jpg,stimuli/neutral/M_rad/neutral_rad_m_21.jpg,stimuli/neutral/M_rad/neutral_rad_m_28.jpg
A,1,7,1,Fixation,,,NA,fixation.jpg,fixation.jpg,fixation.jpg
A,1,8,1,Fixation,,,NA,fixation.jpg,fixation.jpg,fixation.jpg
A,1,9,1,Fixation,,,NA,fixation.jpg,fixation.jpg,fixation.jpg
A,1,10,1,Fixation,,,NA,fixation.jpg,fixation.jpg,fixation.jpg
A,1,11,1,Fixation,,,NA,fixation.jpg,fixation.jpg,fixation.jpg
A,1,12,1,Fixation,,,NA,fixation.jpg,fixation.jpg,fixation.jpg
A,1,13,0,Object,2,8,R,stimuli/objects/object_06.jpg,stimuli/objects/object_11.jpg,stimuli/objects/object_06.jpg
A,1,14,0,Object,1,9,L,stimuli/objects/object_29.jpg,stimuli/objects/object_29.jpg,stimuli/objects/object_19.jpg
A,1,15,0,Object,1,9,L,stimuli/objects/object_34.jpg,stimuli/objects/object_34.jpg,stimuli/objects/object_20.jpg
A,1,16,0,Object,2,8,R,stimuli/objects/object_33.jpg,stimuli/objects/object_13.jpg,stimuli/objects/object_33.jpg
A,1,17,0,Object,1,9,L,stimuli/objects/object_28.jpg,stimuli/objects/object_28.jpg,stimuli/objects/object_25.jpg
A,1,18,0,Object,2,8,R,stimuli/objects/object_18.jpg,stimuli/objects/object_10.jpg,stimuli/objects/object_18.jpg
A,1,19,0,Happy,1,9,L,stimuli/happy/M_rad/happy_rad_m_23.jpg,stimuli/happy/M_rad/happy_rad_m_23.jpg,stimuli/happy/M_rad/happy_rad_m_36.jpg
A,1,20,0,Happy,1,9,L,stimuli/happy/F_rad/happy_rad_f_26.jpg,stimuli/happy/F_rad/happy_rad_f_26.jpg,stimuli/happy/F_rad/happy_rad_f_56.jpg
A,1,21,0,Happy,2,8,R,stimuli/happy/M_rad/happy_rad_m_09.jpg,stimuli/happy/M_rad/happy_rad_m_15.jpg,stimuli/happy/M_rad/happy_rad_m_09.jpg
A,1,22,0,Happy,2,8,R,stimuli/happy/F_rad/happy_rad_f_58.jpg,stimuli/happy/F_rad/happy_rad_f_32.jpg,stimuli/happy/F_rad/happy_rad_f_58.jpg
A,1,23,0,Happy,1,9,L,stimuli/happy/M_rad/happy_rad_m_30.jpg,stimuli/happy/M_rad/happy_rad_m_30.jpg,stimuli/happy/M_rad/happy_rad_m_07.jpg
A,1,24,0,Happy,2,8,R,stimuli/happy/F_rad/happy_rad_f_57.jpg,stimuli/happy/F_rad/happy_rad_f_37.jpg,stimuli/happy/F_rad/happy_rad_f_57.jpg
A,1,25,0,Fearful,1,9,L,stimuli/fear/F_rad/fear_rad_f_18.jpg,stimuli/fear/F_rad/fear_rad_f_18.jpg,stimuli/fear/F_rad/fear_rad_f_32.jpg
A,1,26,0,Fearful,2,8,R,stimuli/fear/F_rad/fear_rad_f_61.jpg,stimuli/fear/F_rad/fear_rad_f_57.jpg,stimuli/fear/F_rad/fear_rad_f_61.jpg
A,1,27,0,Fearful,2,8,R,stimuli/fear/M_rad/fear_rad_m_10.jpg,stimuli/fear/M_rad/fear_rad_m_15.jpg,stimuli/fear/M_rad/fear_rad_m_10.jpg
A,1,28,0,Fearful,2,8,R,stimuli/fear/F_rad/fear_rad_f_14.jpg,stimuli/fear/F_rad/fear_rad_f_31.jpg,stimuli/fear/F_rad/fear_rad_f_14.jpg
A,1,29,0,Fearful,1,9,L,stimuli/fear/M_rad/fear_rad_m_20.jpg,stimuli/fear/M_rad/fear_rad_m_20.jpg,stimuli/fear/M_rad/fear_rad_m_49.jpg
A,1,30,0,Fearful,1,9,L,stimuli/fear/M_rad/fear_rad_m_33.jpg,stimuli/fear/M_rad/fear_rad_m_33.jpg,stimuli/fear/M_rad/fear_rad_m_38.jpg
A,2,31,0,Happy,1,9,L,stimuli/happy/M_rad/happy_rad_m_24.jpg,stimuli/happy/M_rad/happy_rad_m_24.jpg,stimuli/happy/M_rad/happy_rad_m_03.jpg
A,2,32,0,Happy,1,9,L,stimuli/happy/F_rad/happy_rad_f_61.jpg,stimuli/happy/F_rad/happy_rad_f_61.jpg,stimuli/happy/F_rad/happy_rad_f_02.jpg
A,2,33,0,Happy,1,9,L,stimuli/happy/M_rad/happy_rad_m_25.jpg,stimuli/happy/M_rad/happy_rad_m_25.jpg,stimuli/happy/M_rad/happy_rad_m_71.jpg
A,2,34,0,Happy,2,8,R,stimuli/happy/F_rad/happy_rad_f_01.jpg,stimuli/happy/F_rad/happy_rad_f_27.jpg,stimuli/happy/F_rad/happy_rad_f_01.jpg
A,2,35,0,Happy,2,8,R,stimuli/happy/F_rad/happy_rad_f_19.jpg,stimuli/happy/F_rad/happy_rad_f_16.jpg,stimuli/happy/F_rad/happy_rad_f_19.jpg
A,2,36,0,Happy,2,8,R,stimuli/happy/M_rad/happy_rad_m_33.jpg,stimuli/happy/M_rad/happy_rad_m_05.jpg,stimuli/happy/M_rad/happy_rad_m_33.jpg
A,2,37,0,Object,2,8,R,stimuli/objects/object_15.jpg,stimuli/objects/object_12.jpg,stimuli/objects/object_15.jpg
