top_image,left_image,right_image,corr_ans
stimuli/neutral/M_nim/neutral_nim_m_31.jpg,stimuli/neutral/M_nim/neutral_nim_m_38.jpg,stimuli/neutral/M_nim/neutral_nim_m_31.jpg,2
stimuli/neutral/F_nim/neutral_nim_f_03.jpg,stimuli/neutral/F_nim/neutral_nim_f_07.jpg,stimuli/neutral/F_nim/neutral_nim_f_03.jpg,2
stimuli/neutral/F_nim/neutral_nim_f_01.jpg,stimuli/neutral/F_nim/neutral_nim_f_10.jpg,stimuli/neutral/F_nim/neutral_nim_f_01.jpg,2
stimuli/neutral/M_nim/neutral_nim_m_33.jpg,stimuli/neutral/M_nim/neutral_nim_m_34.jpg,stimuli/neutral/M_nim/neutral_nim_m_33.jpg,2
stimuli/neutral/F_nim/neutral_nim_f_13.jpg,stimuli/neutral/F_nim/neutral_nim_f_11.jpg,stimuli/neutral/F_nim/neutral_nim_f_13.jpg,2
stimuli/neutral/M_nim/neutral_nim_m_32.jpg,stimuli/neutral/M_nim/neutral_nim_m_20.jpg,stimuli/neutral/M_nim/neutral_nim_m_32.jpg,2
