top_image,left_image,right_image,corr_ans
stimuli/objects/object_18.jpg,stimuli/objects/object_18.jpg,stimuli/objects/object_06.jpg,1
stimuli/objects/object_30.jpg,stimuli/objects/object_30.jpg,stimuli/objects/object_21.jpg,1
stimuli/objects/object_03.jpg,stimuli/objects/object_04.jpg,stimuli/objects/object_03.jpg,2
stimuli/objects/object_32.jpg,stimuli/objects/object_34.jpg,stimuli/objects/object_32.jpg,2
stimuli/objects/object_01.jpg,stimuli/objects/object_01.jpg,stimuli/objects/object_23.jpg,1
stimuli/objects/object_27.jpg,stimuli/objects/object_35.jpg,stimuli/objects/object_27.jpg,2
