
*********************************************
* rtAttenPenn v.1.0
* Date/Time: 29-Jan-2018 16:33:20
* Seed: 210370.962
* Subject Number: 100
* Subject Name: behav100
* Run Number: 1
* Use Button Box: 0
* rtData: 0
* debug: 0
*********************************************

run	block	bltyp	blcat	trial	onsdif	pulse	scat	fcat	simg	fimg	corresp	resp	acc	rt	file	load	catsep	attProp	smoothProp
1	5	stab	fa	39	-0.002	3	3	40	19	NaN	NaN	2	NaN	139	NaN	NaN	0.500	0.500
1	5	stab	fa	40	-0.002	3	4	23	37	30	NaN	0	NaN	139	NaN	NaN	0.500	0.500
1	5	stab	fa	41	-0.002	3	4	9	11	30	30	1	0.785	140	NaN	NaN	0.500	0.500
1	5	stab	fa	42	-0.002	3	4	13	24	30	30	1	0.601	140	NaN	NaN	0.500	0.500
1	5	stab	fa	43	-0.002	4	4	22	13	30	NaN	0	NaN	141	NaN	NaN	0.500	0.500
1	5	stab	fa	44	-0.002	3	4	33	18	30	30	1	0.138	141	NaN	NaN	0.500	0.500
1	5	stab	fa	45	-0.002	3	3	4	28	NaN	NaN	2	NaN	142	NaN	NaN	0.500	0.500
1	5	stab	fa	46	-0.002	3	4	2	10	30	NaN	0	NaN	142	NaN	NaN	0.500	0.500
1	5	stab	fa	47	-0.002	3	4	34	39	30	NaN	0	NaN	143	NaN	NaN	0.500	0.500
1	5	stab	fa	48	-0.002	3	4	3	40	30	NaN	0	NaN	143	NaN	NaN	0.500	0.500

*********************************************
* rtAttenPenn v.1.0
* Date/Time: 29-Jan-2018 16:47:55
* Seed: 215523.0695
* Subject Number: 100
* Subject Name: behav100
* Run Number: 1
* Use Button Box: 0
* rtData: 0
* debug: 0
*********************************************

run	block	bltyp	blcat	trial	onsdif	pulse	scat	fcat	simg	fimg	corresp	resp	acc	rt	file	load	catsep	attProp	smoothProp
1	1	stab	fa	1	-0.006	0	3	4	31	6	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	fa	2	-0.006	0	3	4	4	1	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN

*********************************************
* rtAttenPenn v.1.0
* Date/Time: 29-Jan-2018 17:12:31
* Seed: 209756.2158
* Subject Number: 100
* Subject Name: behav100
* Run Number: 1
* Use Button Box: 0
* rtData: 0
* debug: 0
*********************************************

run	block	bltyp	blcat	trial	onsdif	pulse	scat	fcat	simg	fimg	corresp	resp	acc	rt	file	load	catsep	attProp	smoothProp
1	1	stab	sc	1	-0.004	0	1	4	11	16	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	2	-0.004	0	1	4	25	32	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	3	-0.004	0	1	4	19	15	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	4	-0.004	0	1	4	4	22	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	5	-0.004	0	1	4	7	38	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	6	-0.004	0	1	4	13	33	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	7	-0.004	0	1	4	12	44	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	8	-0.004	0	1	4	41	27	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	9	-0.004	0	1	4	28	43	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	10	-0.004	0	2	4	43	40	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	11	-0.004	0	1	4	20	7	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	12	-0.004	0	1	4	21	30	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	13	-0.004	0	1	4	6	25	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	14	-0.004	0	1	4	37	18	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	15	-0.004	0	1	4	5	11	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	16	-0.004	0	1	3	3	19	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	17	-0.003	0	2	4	45	3	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	18	-0.003	0	1	4	33	39	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	19	-0.003	0	1	4	10	23	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	20	-0.003	0	1	4	26	31	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	21	-0.003	0	1	4	8	12	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	22	-0.003	0	1	4	31	1	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	23	-0.003	0	1	4	43	10	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	24	-0.003	0	2	3	35	23	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	25	-0.003	0	1	4	1	20	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	26	-0.003	0	1	4	44	8	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	27	-0.003	0	1	4	36	2	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	28	-0.003	0	1	4	15	4	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	29	-0.003	0	1	3	2	24	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	30	-0.003	0	1	4	17	37	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	31	-0.002	0	2	4	32	6	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	32	-0.002	0	1	4	35	13	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	33	-0.002	0	1	4	45	21	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	34	-0.002	0	1	3	9	37	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	35	-0.002	0	1	4	40	9	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	36	-0.002	0	1	4	30	35	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	37	-0.002	0	2	4	44	36	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	38	-0.002	0	1	4	27	19	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	39	-0.002	0	1	4	34	14	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	40	-0.002	0	1	4	14	41	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	41	-0.002	0	1	4	29	45	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	42	-0.002	0	1	4	38	24	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	43	-0.002	0	1	4	23	42	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	44	-0.002	0	1	4	42	34	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	45	-0.001	0	1	4	32	29	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	46	-0.001	0	1	3	16	35	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	47	-0.001	0	1	4	22	5	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	48	-0.001	0	1	4	18	28	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	49	-0.001	0	1	4	39	26	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	1	stab	sc	50	-0.001	0	1	4	24	17	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	1	-0.001	0	1	4	10	1	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	2	-0.001	0	1	4	15	10	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	3	-0.001	0	1	4	8	23	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	4	-0.000	0	1	4	26	15	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	5	-0.000	0	1	4	29	18	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	6	-0.000	0	1	4	44	16	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	7	-0.000	0	1	4	12	8	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	8	-0.000	0	1	4	39	45	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	9	-0.000	0	1	4	34	25	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	10	-0.000	0	1	4	4	31	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	11	0.000	0	2	4	3	43	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	12	0.000	0	1	3	40	42	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	13	0.000	0	1	4	7	24	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	14	0.000	0	1	4	19	21	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	15	0.000	0	1	4	14	7	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	16	0.000	0	2	4	28	29	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	17	0.000	0	1	4	33	6	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	18	0.001	0	1	4	27	27	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	19	0.001	0	1	4	16	32	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	20	0.001	0	1	3	30	27	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	21	0.001	0	1	4	23	20	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	22	0.001	0	2	4	13	28	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	23	0.001	0	1	4	17	34	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	24	0.001	0	1	4	25	11	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	25	0.001	0	1	4	22	5	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	26	0.001	0	2	4	25	19	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	27	0.001	0	1	4	1	12	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	28	0.001	0	1	4	6	14	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	29	0.001	0	1	3	31	44	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	30	0.001	0	1	4	2	41	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	31	0.001	0	1	4	42	35	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	32	0.001	0	1	4	5	44	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	33	0.002	0	1	4	18	17	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	34	0.002	0	1	4	13	37	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	35	0.002	0	1	4	36	13	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	36	0.002	0	1	4	41	38	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	37	0.002	0	1	3	35	15	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	38	0.002	0	1	4	43	39	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	39	0.002	0	1	4	32	4	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	40	0.002	0	1	4	21	26	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	41	0.002	0	1	4	24	30	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	42	0.002	0	1	3	45	22	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	43	0.002	0	1	4	9	3	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	44	0.002	0	1	4	20	33	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	45	0.002	0	2	4	31	40	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	46	0.002	0	1	4	37	42	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	47	0.003	0	1	4	38	2	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	48	0.003	0	1	4	28	36	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	49	0.003	0	1	4	11	9	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	2	stab	fa	50	0.003	0	1	4	3	22	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	1	0.003	0	1	4	16	42	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	2	0.003	0	1	4	10	4	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	3	0.003	0	1	4	2	39	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	4	0.003	0	1	4	24	14	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	5	0.003	0	1	4	19	30	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	6	0.004	0	1	4	18	33	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	7	0.004	0	1	4	15	17	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	8	0.004	0	1	4	45	29	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	9	0.004	0	1	4	28	5	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	10	0.004	0	1	4	35	18	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	11	0.004	0	1	4	4	22	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	12	0.004	0	1	4	29	40	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	13	0.004	0	1	4	37	44	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	14	0.004	0	1	3	44	34	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	15	0.004	0	1	4	21	35	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	16	0.004	0	1	4	32	26	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	17	0.004	0	2	4	26	9	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	18	0.004	0	1	4	30	13	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	19	0.004	0	1	3	3	5	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	20	0.005	0	1	4	7	11	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	21	0.005	0	2	4	16	16	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	22	0.005	0	1	4	36	3	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	23	0.005	0	1	4	6	41	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	24	0.005	0	1	4	8	19	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	25	0.005	0	1	3	23	33	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	26	0.005	0	1	4	20	7	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	27	0.005	0	1	4	26	25	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	28	0.005	0	1	4	5	10	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	29	0.005	0	1	4	13	32	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	30	0.005	0	2	4	6	37	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	31	0.005	0	1	4	38	43	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	32	0.005	0	1	3	33	2	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	33	0.005	0	1	4	43	8	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	34	0.005	0	1	4	40	34	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	35	0.006	0	2	4	1	36	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	36	0.006	0	1	3	1	31	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	37	0.006	0	1	4	22	45	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	38	0.006	0	1	4	17	20	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	39	0.006	0	1	4	34	21	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	40	0.006	0	1	4	42	1	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	41	0.006	0	1	4	25	38	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	42	0.006	0	1	4	14	24	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	43	0.006	0	1	4	9	12	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	44	0.006	0	1	4	27	28	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	45	0.006	0	1	4	31	6	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	46	0.006	0	2	4	11	15	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	47	0.006	0	1	4	41	23	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	48	0.006	0	1	4	39	27	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	49	0.007	0	1	4	12	2	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	3	stab	fa	50	0.007	0	1	4	11	31	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	1	0.007	0	1	4	31	44	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	2	0.007	0	1	4	14	7	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	3	0.007	0	1	4	34	19	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	4	0.007	0	1	4	43	21	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	5	0.007	0	1	4	40	39	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	6	0.009	0	1	4	37	12	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	7	0.007	0	1	4	38	14	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	8	0.009	0	1	4	17	25	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	9	0.009	0	1	4	16	35	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	10	0.009	0	1	4	24	38	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	11	0.009	0	1	4	25	45	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	12	0.009	0	1	4	20	30	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	13	0.009	0	1	4	42	40	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	14	0.009	0	2	4	27	26	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	15	0.008	0	1	3	41	30	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	16	0.010	0	1	4	4	28	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	17	0.008	0	1	4	45	4	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	18	0.010	0	1	4	15	5	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	19	0.010	0	2	4	8	20	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	20	0.010	0	1	3	27	13	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	21	0.010	0	1	4	28	32	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	22	0.010	0	1	4	35	18	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	23	0.010	0	1	4	21	22	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	24	0.010	0	2	4	15	9	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	25	0.010	0	1	4	5	2	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	26	0.010	0	1	4	23	27	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	27	-0.008	0	1	4	30	6	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	28	0.009	0	1	4	33	1	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	29	-0.008	0	2	4	24	16	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	30	0.009	0	1	4	8	23	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	31	-0.008	0	1	4	6	8	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	32	0.009	0	1	3	18	8	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	33	-0.007	0	1	4	36	36	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	34	-0.007	0	2	4	39	42	NaN	NaN	2	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	35	-0.007	0	1	4	29	15	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	36	-0.007	0	1	4	32	17	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	37	0.110	0	1	3	9	17	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	38	-0.007	0	1	4	22	37	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	39	-0.007	0	1	4	26	34	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	40	-0.007	0	1	4	7	3	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	41	-0.007	0	1	4	11	13	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	42	-0.007	0	1	3	44	18	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	43	-0.007	0	1	4	39	43	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	44	-0.007	0	1	4	1	24	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	45	-0.007	0	1	4	10	29	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	46	0.010	0	1	4	12	10	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	47	-0.006	0	1	4	19	41	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	48	-0.006	0	1	4	13	11	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	49	-0.006	0	1	4	2	31	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
1	4	stab	sc	50	-0.006	0	1	4	3	33	30	NaN	0	NaN	NaN	NaN	NaN	0.500	NaN
run	block	bltyp	blcat	trial	onsdif	scat	fcat	simg	fimg	corresp	resp	acc	rt	file	load	catsep	attProp	smoothProp
1	5	stab	fa	1	-0.005	1	4	14	24	30	NaN	0	NaN	120	NaN	NaN	0.500	0.500
1	5	stab	fa	2	-0.005	1	4	24	34	30	NaN	0	NaN	120	NaN	NaN	0.500	0.500
1	5	stab	fa	3	-0.005	1	4	37	10	30	NaN	0	NaN	121	NaN	NaN	0.500	0.500
1	5	stab	fa	4	-0.005	1	4	39	36	30	NaN	0	NaN	121	NaN	NaN	0.500	0.500
1	5	stab	fa	5	-0.005	1	4	35	5	30	NaN	0	NaN	122	NaN	NaN	0.500	0.500
1	5	stab	fa	6	-0.005	1	4	31	30	30	NaN	0	NaN	122	NaN	NaN	0.500	0.500
1	5	stab	fa	7	-0.005	1	4	11	43	30	NaN	0	NaN	123	NaN	NaN	0.500	0.500
1	5	stab	fa	8	-0.005	1	4	6	29	30	NaN	0	NaN	123	NaN	NaN	0.500	0.500
1	5	stab	fa	9	-0.005	1	4	32	3	30	NaN	0	NaN	124	NaN	NaN	0.500	0.500
1	5	stab	fa	10	-0.005	1	4	42	39	30	NaN	0	NaN	124	NaN	NaN	0.500	0.500
1	5	stab	fa	11	-0.005	1	3	10	12	NaN	NaN	2	NaN	125	NaN	NaN	0.500	0.500
1	5	stab	fa	12	-0.005	1	4	36	26	30	NaN	0	NaN	125	NaN	NaN	0.500	0.500
1	5	stab	fa	13	-0.004	1	4	2	19	30	NaN	0	NaN	126	NaN	NaN	0.500	0.500
1	5	stab	fa	14	-0.004	1	4	5	6	30	NaN	0	NaN	126	NaN	NaN	0.500	0.500
1	5	stab	fa	15	-0.004	1	4	19	41	30	NaN	0	NaN	127	NaN	NaN	0.500	0.500
1	5	stab	fa	16	-0.004	2	4	23	13	30	NaN	0	NaN	127	NaN	NaN	0.500	0.500
1	5	stab	fa	17	-0.004	1	4	18	31	30	NaN	0	NaN	128	NaN	NaN	0.500	0.500
